Network,Parameter,Dataset,Epoch,Device,Time cost(sec),Batch size,Lr,Best test acc
shufflenet_v2_x1_5,"351,610",FashionMNIST,10,Quadro RTX 5000,1145.4,128,0.1,0.9204
